severity,category,shot_id,session_id,club,carry,total,ball_speed,club_speed,smash,launch_angle,back_spin,reason
LOW,fatigue,41360_85279_1295096,41360,Wedge 50,81.0,94.9,67.2,75.7,0.89,27.48,4124,"Late-session fatigue in session 41360: ball_speed dropped 30.5% (head avg=113.8, tail avg=79.1)"
LOW,fatigue,41360_85279_1295097,41360,Wedge 50,106.4,111.4,81.7,72.2,1.13,30.6,7587,"Late-session fatigue in session 41360: ball_speed dropped 30.5% (head avg=113.8, tail avg=79.1)"
LOW,fatigue,41360_85279_1295098,41360,Wedge 50,89.6,96.2,72.8,69.8,1.04,28.3,5759,"Late-session fatigue in session 41360: ball_speed dropped 30.5% (head avg=113.8, tail avg=79.1)"
LOW,fatigue,41360_85279_1295099,41360,Wedge 50,93.2,98.9,74.7,68.5,1.09,31.87,6461,"Late-session fatigue in session 41360: ball_speed dropped 30.5% (head avg=113.8, tail avg=79.1)"
LOW,fatigue,41360_85279_1295100,41360,Wedge 50,109.5,112.7,84.8,76.5,1.11,32.6,8813,"Late-session fatigue in session 41360: ball_speed dropped 30.5% (head avg=113.8, tail avg=79.1)"
LOW,fatigue,41360_85279_1295101,41360,Wedge 50,105.4,108.5,82.3,77.0,1.07,32.01,8889,"Late-session fatigue in session 41360: ball_speed dropped 30.5% (head avg=113.8, tail avg=79.1)"
LOW,fatigue,41360_85279_1295102,41360,Wedge 50,109.2,112.3,84.7,77.1,1.1,31.68,9044,"Late-session fatigue in session 41360: ball_speed dropped 30.5% (head avg=113.8, tail avg=79.1)"
LOW,fatigue,41360_85279_1295103,41360,Wedge 50,112.4,114.1,87.4,77.0,1.14,32.37,9989,"Late-session fatigue in session 41360: ball_speed dropped 30.5% (head avg=113.8, tail avg=79.1)"
LOW,fatigue,41360_85279_1295104,41360,Wedge 50,95.0,98.0,77.0,71.0,1.08,34.46,8579,"Late-session fatigue in session 41360: ball_speed dropped 30.5% (head avg=113.8, tail avg=79.1)"
LOW,fatigue,41360_85279_1295105,41360,Wedge 50,99.6,101.5,80.1,73.6,1.09,34.06,9424,"Late-session fatigue in session 41360: ball_speed dropped 30.5% (head avg=113.8, tail avg=79.1)"
LOW,fatigue,26818_56919_899761,26818,Wedge Pitching | Medium,124.3,129.5,91.4,81.9,1.12,24.17,8120,"Late-session fatigue in session 26818: ball_speed dropped 17.2% (head avg=105.7, tail avg=87.5)"
LOW,fatigue,26818_56919_899762,26818,Wedge Pitching | Medium,4.3,4.7,19.9,20.5,0.97,78.82,3512,"Late-session fatigue in session 26818: ball_speed dropped 17.2% (head avg=105.7, tail avg=87.5)"
LOW,fatigue,26818_56919_899763,26818,Wedge Pitching | Medium,34.1,41.0,52.3,39.1,1.34,70.97,-50,"Late-session fatigue in session 26818: ball_speed dropped 17.2% (head avg=105.7, tail avg=87.5)"
LOW,fatigue,26818_56919_899764,26818,Wedge Pitching | Medium,115.6,121.3,86.7,80.4,1.08,24.43,7599,"Late-session fatigue in session 26818: ball_speed dropped 17.2% (head avg=105.7, tail avg=87.5)"
LOW,fatigue,26818_56919_899765,26818,Wedge Pitching | Medium,130.1,134.2,95.0,84.3,1.13,24.71,9065,"Late-session fatigue in session 26818: ball_speed dropped 17.2% (head avg=105.7, tail avg=87.5)"
LOW,fatigue,26818_56919_899766,26818,Wedge Pitching | Medium,146.1,150.3,104.0,86.2,1.21,23.84,9279,"Late-session fatigue in session 26818: ball_speed dropped 17.2% (head avg=105.7, tail avg=87.5)"
LOW,fatigue,26818_56919_899767,26818,Wedge Pitching | Medium,137.8,142.0,99.1,83.6,1.19,24.78,9142,"Late-session fatigue in session 26818: ball_speed dropped 17.2% (head avg=105.7, tail avg=87.5)"
LOW,fatigue,26818_56919_899768,26818,Wedge Pitching | Medium,136.9,140.8,99.0,84.0,1.18,25.02,9259,"Late-session fatigue in session 26818: ball_speed dropped 17.2% (head avg=105.7, tail avg=87.5)"
LOW,fatigue,26818_56919_899769,26818,Wedge Pitching | Medium,137.1,141.4,98.7,82.2,1.2,23.6,9052,"Late-session fatigue in session 26818: ball_speed dropped 17.2% (head avg=105.7, tail avg=87.5)"
LOW,fatigue,26818_56919_899770,26818,Wedge Pitching | Medium,120.6,124.4,90.1,82.7,1.09,24.14,9128,"Late-session fatigue in session 26818: ball_speed dropped 17.2% (head avg=105.7, tail avg=87.5)"
LOW,fatigue,26818_56919_899771,26818,Wedge Pitching | Medium,143.3,148.1,101.9,82.7,1.23,22.59,8877,"Late-session fatigue in session 26818: ball_speed dropped 17.2% (head avg=105.7, tail avg=87.5)"
LOW,fatigue,26818_56919_899772,26818,Wedge Pitching | Medium,137.4,141.0,99.2,84.7,1.17,23.59,9672,"Late-session fatigue in session 26818: ball_speed dropped 17.2% (head avg=105.7, tail avg=87.5)"
LOW,fatigue,26818_56919_899773,26818,Wedge Pitching | Medium,130.0,134.9,94.5,83.3,1.13,24.32,8493,"Late-session fatigue in session 26818: ball_speed dropped 17.2% (head avg=105.7, tail avg=87.5)"
LOW,fatigue,26818_56919_899774,26818,Wedge Pitching | Medium,127.6,131.5,93.9,82.2,1.14,23.02,9290,"Late-session fatigue in session 26818: ball_speed dropped 17.2% (head avg=105.7, tail avg=87.5)"
LOW,fatigue,27208_57615_910123,27208,Warmup,116.2,127.4,84.6,80.7,1.05,37.05,3581,"Late-session fatigue in session 27208: ball_speed dropped 36.8% (head avg=123.5, tail avg=78.1)"
LOW,fatigue,27208_57615_910124,27208,Warmup,105.9,116.2,81.2,80.1,1.01,40.88,3622,"Late-session fatigue in session 27208: ball_speed dropped 36.8% (head avg=123.5, tail avg=78.1)"
LOW,fatigue,27208_57615_910125,27208,Warmup,109.7,119.9,83.3,80.8,1.03,40.57,3780,"Late-session fatigue in session 27208: ball_speed dropped 36.8% (head avg=123.5, tail avg=78.1)"
LOW,fatigue,27208_57615_910126,27208,Warmup,105.2,115.8,80.2,78.6,1.02,40.49,3375,"Late-session fatigue in session 27208: ball_speed dropped 36.8% (head avg=123.5, tail avg=78.1)"
LOW,fatigue,27208_57615_910127,27208,Warmup,96.7,106.2,77.2,78.1,0.99,42.2,3629,"Late-session fatigue in session 27208: ball_speed dropped 36.8% (head avg=123.5, tail avg=78.1)"
LOW,fatigue,27208_57615_910128,27208,Warmup,105.1,115.6,80.1,79.2,1.01,40.26,3497,"Late-session fatigue in session 27208: ball_speed dropped 36.8% (head avg=123.5, tail avg=78.1)"
LOW,fatigue,27208_57615_910129,27208,Warmup,98.2,106.9,77.1,79.0,0.98,38.32,4386,"Late-session fatigue in session 27208: ball_speed dropped 36.8% (head avg=123.5, tail avg=78.1)"
LOW,fatigue,27208_57615_910130,27208,Warmup,103.9,114.3,79.3,75.6,1.05,39.4,3536,"Late-session fatigue in session 27208: ball_speed dropped 36.8% (head avg=123.5, tail avg=78.1)"
LOW,fatigue,27208_57615_910131,27208,Warmup,84.6,91.7,70.7,77.5,0.91,39.8,4766,"Late-session fatigue in session 27208: ball_speed dropped 36.8% (head avg=123.5, tail avg=78.1)"
LOW,fatigue,27208_57615_910132,27208,Warmup,102.6,111.6,78.8,73.7,1.07,36.98,4397,"Late-session fatigue in session 27208: ball_speed dropped 36.8% (head avg=123.5, tail avg=78.1)"
LOW,fatigue,27208_57615_910133,27208,Warmup,98.7,107.8,77.0,75.3,1.02,38.73,4062,"Late-session fatigue in session 27208: ball_speed dropped 36.8% (head avg=123.5, tail avg=78.1)"
LOW,fatigue,27208_57615_910134,27208,Warmup,78.7,86.3,67.8,72.2,0.94,42.59,3984,"Late-session fatigue in session 27208: ball_speed dropped 36.8% (head avg=123.5, tail avg=78.1)"
LOW,fatigue,27402_58072_916375,27402,1/2 Swing,37.4,40.6,43.8,52.3,0.84,36.1,4915,"Late-session fatigue in session 27402: ball_speed dropped 21.7% (head avg=62.8, tail avg=49.1)"
LOW,fatigue,27402_58072_916376,27402,1/2 Swing,49.6,52.4,51.7,51.6,1.0,31.09,6723,"Late-session fatigue in session 27402: ball_speed dropped 21.7% (head avg=62.8, tail avg=49.1)"
LOW,fatigue,27402_58072_916377,27402,1/2 Swing,47.3,50.6,49.8,50.3,0.99,35.62,5780,"Late-session fatigue in session 27402: ball_speed dropped 21.7% (head avg=62.8, tail avg=49.1)"
LOW,fatigue,27402_58072_916378,27402,1/2 Swing,46.8,48.8,51.8,52.4,0.99,25.56,7800,"Late-session fatigue in session 27402: ball_speed dropped 21.7% (head avg=62.8, tail avg=49.1)"
LOW,fatigue,27402_58072_916379,27402,1/2 Swing,54.1,57.6,54.2,55.6,0.97,31.14,6346,"Late-session fatigue in session 27402: ball_speed dropped 21.7% (head avg=62.8, tail avg=49.1)"
LOW,fatigue,27402_58072_916380,27402,1/2 Swing,39.9,41.6,46.3,53.6,0.86,30.78,6964,"Late-session fatigue in session 27402: ball_speed dropped 21.7% (head avg=62.8, tail avg=49.1)"
LOW,fatigue,27402_58072_916381,27402,1/2 Swing,42.9,45.7,47.3,52.6,0.9,34.84,5830,"Late-session fatigue in session 27402: ball_speed dropped 21.7% (head avg=62.8, tail avg=49.1)"
LOW,fatigue,27402_58072_916382,27402,1/2 Swing,49.5,52.1,51.5,50.2,1.03,31.9,6862,"Late-session fatigue in session 27402: ball_speed dropped 21.7% (head avg=62.8, tail avg=49.1)"
LOW,fatigue,27402_58072_916383,27402,1/2 Swing,38.3,40.8,44.4,48.0,0.92,35.4,5714,"Late-session fatigue in session 27402: ball_speed dropped 21.7% (head avg=62.8, tail avg=49.1)"
LOW,fatigue,27402_58072_916384,27402,1/2 Swing,37.1,38.5,45.1,50.2,0.9,28.43,7240,"Late-session fatigue in session 27402: ball_speed dropped 21.7% (head avg=62.8, tail avg=49.1)"
LOW,fatigue,27402_58072_916385,27402,1/2 Swing,54.7,57.9,54.6,54.0,1.01,31.68,6692,"Late-session fatigue in session 27402: ball_speed dropped 21.7% (head avg=62.8, tail avg=49.1)"
LOW,fatigue,27606_58504_922913,27606,M 56,54.8,56.6,55.6,61.8,0.9,27.45,8272,"Late-session fatigue in session 27606: ball_speed dropped 29.2% (head avg=84.8, tail avg=60.0)"
LOW,fatigue,27606_58504_922914,27606,M 56,58.4,64.1,55.9,60.8,0.92,38.14,4328,"Late-session fatigue in session 27606: ball_speed dropped 29.2% (head avg=84.8, tail avg=60.0)"
LOW,fatigue,27606_58504_922915,27606,M 56,59.3,63.9,56.5,59.4,0.95,33.96,5557,"Late-session fatigue in session 27606: ball_speed dropped 29.2% (head avg=84.8, tail avg=60.0)"
LOW,fatigue,27606_58504_922916,27606,M 56,67.8,74.3,61.1,66.0,0.93,38.98,4343,"Late-session fatigue in session 27606: ball_speed dropped 29.2% (head avg=84.8, tail avg=60.0)"
LOW,fatigue,27606_58504_922917,27606,M 56,65.6,70.7,59.8,64.4,0.93,35.48,5446,"Late-session fatigue in session 27606: ball_speed dropped 29.2% (head avg=84.8, tail avg=60.0)"
LOW,fatigue,27606_58504_922918,27606,M 56,73.7,77.1,64.7,68.4,0.95,30.23,7644,"Late-session fatigue in session 27606: ball_speed dropped 29.2% (head avg=84.8, tail avg=60.0)"
LOW,fatigue,27606_58504_922919,27606,M 56,64.1,69.7,59.0,64.4,0.92,36.45,4880,"Late-session fatigue in session 27606: ball_speed dropped 29.2% (head avg=84.8, tail avg=60.0)"
LOW,fatigue,27606_58504_922920,27606,M 56,75.9,79.4,65.8,64.9,1.01,31.28,7634,"Late-session fatigue in session 27606: ball_speed dropped 29.2% (head avg=84.8, tail avg=60.0)"
LOW,fatigue,27606_58504_922921,27606,M 56,59.7,61.3,57.7,63.6,0.91,30.45,8466,"Late-session fatigue in session 27606: ball_speed dropped 29.2% (head avg=84.8, tail avg=60.0)"
LOW,fatigue,27606_58504_922922,27606,M 56,70.1,71.6,64.2,68.0,0.94,25.88,9514,"Late-session fatigue in session 27606: ball_speed dropped 29.2% (head avg=84.8, tail avg=60.0)"
LOW,fatigue,27697_58744_926342,27697,56,111.3,114.9,85.1,78.5,1.08,31.04,8754,"Late-session fatigue in session 27697: ball_speed dropped 37.2% (head avg=110.2, tail avg=69.2)"
LOW,fatigue,27697_58744_926343,27697,56,78.7,82.2,67.4,73.8,0.91,31.17,7763,"Late-session fatigue in session 27697: ball_speed dropped 37.2% (head avg=110.2, tail avg=69.2)"
LOW,fatigue,27697_58744_926344,27697,56,87.6,91.7,71.9,70.8,1.02,30.11,7722,"Late-session fatigue in session 27697: ball_speed dropped 37.2% (head avg=110.2, tail avg=69.2)"
LOW,fatigue,27697_58744_926345,27697,56,95.1,100.8,76.4,79.9,0.96,36.79,6419,"Late-session fatigue in session 27697: ball_speed dropped 37.2% (head avg=110.2, tail avg=69.2)"
LOW,fatigue,27697_58744_926346,27697,56,87.5,90.6,72.3,76.5,0.95,33.21,8286,"Late-session fatigue in session 27697: ball_speed dropped 37.2% (head avg=110.2, tail avg=69.2)"
LOW,fatigue,27697_58744_926347,27697,56,85.1,88.7,70.8,71.8,0.99,31.1,7975,"Late-session fatigue in session 27697: ball_speed dropped 37.2% (head avg=110.2, tail avg=69.2)"
LOW,fatigue,27697_58744_926348,27697,56,83.1,88.9,69.3,69.7,0.99,35.16,5875,"Late-session fatigue in session 27697: ball_speed dropped 37.2% (head avg=110.2, tail avg=69.2)"
LOW,fatigue,27697_58744_926349,27697,56,62.7,67.9,58.5,60.4,0.97,32.16,5425,"Late-session fatigue in session 27697: ball_speed dropped 37.2% (head avg=110.2, tail avg=69.2)"
LOW,fatigue,27697_58744_926350,27697,56,70.9,76.1,62.7,65.2,0.96,36.52,5601,"Late-session fatigue in session 27697: ball_speed dropped 37.2% (head avg=110.2, tail avg=69.2)"
LOW,fatigue,27697_58744_926351,27697,56,60.6,66.0,57.4,60.7,0.95,32.1,5043,"Late-session fatigue in session 27697: ball_speed dropped 37.2% (head avg=110.2, tail avg=69.2)"
LOW,fatigue,28291_59954_942390,28291,Warmup,100.2,103.1,80.1,76.2,1.05,34.8,8750,"Late-session fatigue in session 28291: ball_speed dropped 36.3% (head avg=101.2, tail avg=64.5)"
LOW,fatigue,28291_59954_942391,28291,Warmup,88.9,91.2,73.3,69.2,1.06,31.23,9050,"Late-session fatigue in session 28291: ball_speed dropped 36.3% (head avg=101.2, tail avg=64.5)"
LOW,fatigue,28291_59954_942392,28291,Warmup,83.8,85.8,70.5,66.4,1.06,32.4,9002,"Late-session fatigue in session 28291: ball_speed dropped 36.3% (head avg=101.2, tail avg=64.5)"
LOW,fatigue,28291_59954_942393,28291,Warmup,66.3,65.4,61.7,58.3,1.06,30.7,10818,"Late-session fatigue in session 28291: ball_speed dropped 36.3% (head avg=101.2, tail avg=64.5)"
LOW,fatigue,28291_59954_942395,28291,Warmup,79.6,93.3,64.7,59.0,1.1,31.85,4607,"Late-session fatigue in session 28291: ball_speed dropped 36.3% (head avg=101.2, tail avg=64.5)"
LOW,fatigue,28291_59954_942397,28291,Warmup,38.5,41.7,45.3,44.9,1.01,30.16,5454,"Late-session fatigue in session 28291: ball_speed dropped 36.3% (head avg=101.2, tail avg=64.5)"
LOW,fatigue,28291_59954_942399,28291,Warmup,18.9,21.8,30.9,27.3,1.13,34.41,2901,"Late-session fatigue in session 28291: ball_speed dropped 36.3% (head avg=101.2, tail avg=64.5)"
LOW,fatigue,28291_59954_942402,28291,Warmup,100.3,103.9,79.1,77.0,1.03,30.77,8445,"Late-session fatigue in session 28291: ball_speed dropped 36.3% (head avg=101.2, tail avg=64.5)"
LOW,fatigue,28291_59954_942404,28291,Warmup,90.9,93.6,74.4,74.8,0.99,32.63,8671,"Late-session fatigue in session 28291: ball_speed dropped 36.3% (head avg=101.2, tail avg=64.5)"
LOW,fatigue,28291_59954_942406,28291,Warmup,80.9,94.6,64.8,63.6,1.02,34.13,4945,"Late-session fatigue in session 28291: ball_speed dropped 36.3% (head avg=101.2, tail avg=64.5)"
LOW,fatigue,28494_60350_947938,28494,Path Focus,110.0,110.1,85.3,80.6,1.06,28.13,11382,"Late-session fatigue in session 28494: ball_speed dropped 27.9% (head avg=101.5, tail avg=73.2)"
LOW,fatigue,28494_60350_947940,28494,Path Focus,104.3,105.3,82.2,81.6,1.01,30.43,10472,"Late-session fatigue in session 28494: ball_speed dropped 27.9% (head avg=101.5, tail avg=73.2)"
LOW,fatigue,28494_60350_947943,28494,Path Focus,107.1,108.6,83.3,89.5,0.93,29.91,10256,"Late-session fatigue in session 28494: ball_speed dropped 27.9% (head avg=101.5, tail avg=73.2)"
LOW,fatigue,28494_60350_947945,28494,Path Focus,97.0,97.2,78.3,79.3,0.99,28.22,11115,"Late-session fatigue in session 28494: ball_speed dropped 27.9% (head avg=101.5, tail avg=73.2)"
LOW,fatigue,28494_60350_947947,28494,Path Focus,100.3,100.3,80.0,80.9,0.99,29.37,11161,"Late-session fatigue in session 28494: ball_speed dropped 27.9% (head avg=101.5, tail avg=73.2)"
LOW,fatigue,28494_60350_947949,28494,Path Focus,98.5,98.0,79.5,81.3,0.98,30.41,11500,"Late-session fatigue in session 28494: ball_speed dropped 27.9% (head avg=101.5, tail avg=73.2)"
LOW,fatigue,28494_60350_947951,28494,Path Focus,105.7,106.0,82.8,81.4,1.02,28.57,11158,"Late-session fatigue in session 28494: ball_speed dropped 27.9% (head avg=101.5, tail avg=73.2)"
LOW,fatigue,28494_60350_947953,28494,Path Focus,67.2,68.6,63.8,79.5,0.8,22.54,9691,"Late-session fatigue in session 28494: ball_speed dropped 27.9% (head avg=101.5, tail avg=73.2)"
LOW,fatigue,28494_60351_947955,28494,Wedge 56 | Premium,98.6,99.9,78.6,79.2,0.99,29.02,10242,"Late-session fatigue in session 28494: ball_speed dropped 27.9% (head avg=101.5, tail avg=73.2)"
LOW,fatigue,28494_60351_947957,28494,Wedge 56 | Premium,100.6,103.6,79.1,78.7,1.01,28.7,9035,"Late-session fatigue in session 28494: ball_speed dropped 27.9% (head avg=101.5, tail avg=73.2)"
LOW,fatigue,28494_60351_947959,28494,Wedge 56 | Premium,89.6,93.7,73.1,76.4,0.96,29.77,7751,"Late-session fatigue in session 28494: ball_speed dropped 27.9% (head avg=101.5, tail avg=73.2)"
LOW,fatigue,28494_60351_947961,28494,Wedge 56 | Premium,91.2,95.0,74.0,76.1,0.97,28.77,8073,"Late-session fatigue in session 28494: ball_speed dropped 27.9% (head avg=101.5, tail avg=73.2)"
LOW,fatigue,28494_60351_947964,28494,Wedge 56 | Premium,70.4,72.9,63.2,66.4,0.95,31.3,8198,"Late-session fatigue in session 28494: ball_speed dropped 27.9% (head avg=101.5, tail avg=73.2)"
LOW,fatigue,28494_60351_947966,28494,Wedge 56 | Premium,79.0,83.6,67.3,66.9,1.01,33.0,6757,"Late-session fatigue in session 28494: ball_speed dropped 27.9% (head avg=101.5, tail avg=73.2)"
LOW,fatigue,28494_60351_947968,28494,Wedge 56 | Premium,84.3,86.4,70.5,68.8,1.02,31.39,9068,"Late-session fatigue in session 28494: ball_speed dropped 27.9% (head avg=101.5, tail avg=73.2)"
LOW,fatigue,28494_60351_947970,28494,Wedge 56 | Premium,73.3,79.9,64.1,59.9,1.07,29.99,4953,"Late-session fatigue in session 28494: ball_speed dropped 27.9% (head avg=101.5, tail avg=73.2)"
LOW,fatigue,28494_60351_947972,28494,Wedge 56 | Premium,72.0,75.0,63.9,65.2,0.98,31.86,7807,"Late-session fatigue in session 28494: ball_speed dropped 27.9% (head avg=101.5, tail avg=73.2)"
LOW,fatigue,28494_60351_947974,28494,Wedge 56 | Premium,70.8,72.9,63.5,62.7,1.01,30.01,8650,"Late-session fatigue in session 28494: ball_speed dropped 27.9% (head avg=101.5, tail avg=73.2)"
LOW,fatigue,28494_60351_947976,28494,Wedge 56 | Premium,63.3,68.6,58.8,56.6,1.04,32.47,5393,"Late-session fatigue in session 28494: ball_speed dropped 27.9% (head avg=101.5, tail avg=73.2)"
LOW,multi_club_session,43164_88883_1341196,43164,Driver,287.8,307.0,161.9,107.8,1.5,9.94,2871,"Session 43164 has 3 distinct 'clubs': 9 Iron, Driver, Warmup — likely sub-session names, not actual clubs"
LOW,multi_club_session,43164_88883_1341197,43164,Driver,276.0,294.3,158.9,106.5,1.49,9.32,3019,"Session 43164 has 3 distinct 'clubs': 9 Iron, Driver, Warmup — likely sub-session names, not actual clubs"
LOW,multi_club_session,43164_88883_1341198,43164,Driver,286.0,306.5,154.4,104.0,1.48,13.68,2458,"Session 43164 has 3 distinct 'clubs': 9 Iron, Driver, Warmup — likely sub-session names, not actual clubs"
LOW,multi_club_session,43164_88883_1341199,43164,Driver,297.1,321.1,158.2,113.2,1.4,13.75,1853,"Session 43164 has 3 distinct 'clubs': 9 Iron, Driver, Warmup — likely sub-session names, not actual clubs"
LOW,multi_club_session,43164_88883_1341200,43164,Driver,293.9,316.4,164.9,112.7,1.46,10.41,1959,"Session 43164 has 3 distinct 'clubs': 9 Iron, Driver, Warmup — likely sub-session names, not actual clubs"
LOW,multi_club_session,43164_88883_1341201,43164,Driver,220.1,254.1,158.7,113.1,1.4,14.05,649,"Session 43164 has 3 distinct 'clubs': 9 Iron, Driver, Warmup — likely sub-session names, not actual clubs"
LOW,multi_club_session,43164_88883_1341202,43164,Driver,290.6,316.5,153.3,112.7,1.36,15.83,1481,"Session 43164 has 3 distinct 'clubs': 9 Iron, Driver, Warmup — likely sub-session names, not actual clubs"
LOW,multi_club_session,43164_88883_1341203,43164,Driver,281.3,309.1,156.9,113.2,1.39,14.79,1190,"Session 43164 has 3 distinct 'clubs': 9 Iron, Driver, Warmup — likely sub-session names, not actual clubs"
LOW,multi_club_session,43164_88883_1341204,43164,Driver,265.6,289.5,147.3,110.4,1.33,14.37,1565,"Session 43164 has 3 distinct 'clubs': 9 Iron, Driver, Warmup — likely sub-session names, not actual clubs"
LOW,multi_club_session,43164_88884_1341205,43164,9 Iron,162.5,167.2,112.5,89.9,1.25,21.82,9295,"Session 43164 has 3 distinct 'clubs': 9 Iron, Driver, Warmup — likely sub-session names, not actual clubs"
LOW,multi_club_session,43164_88884_1341206,43164,9 Iron,130.9,135.9,95.1,90.5,1.05,21.26,8572,"Session 43164 has 3 distinct 'clubs': 9 Iron, Driver, Warmup — likely sub-session names, not actual clubs"
LOW,multi_club_session,43164_88884_1341207,43164,9 Iron,167.6,172.1,115.4,91.1,1.27,19.99,9555,"Session 43164 has 3 distinct 'clubs': 9 Iron, Driver, Warmup — likely sub-session names, not actual clubs"
LOW,multi_club_session,43164_88884_1341208,43164,9 Iron,163.9,169.4,112.6,90.6,1.24,21.02,8806,"Session 43164 has 3 distinct 'clubs': 9 Iron, Driver, Warmup — likely sub-session names, not actual clubs"
LOW,multi_club_session,43164_88884_1341209,43164,9 Iron,160.9,165.4,111.8,89.6,1.25,20.05,9512,"Session 43164 has 3 distinct 'clubs': 9 Iron, Driver, Warmup — likely sub-session names, not actual clubs"
LOW,multi_club_session,43164_88884_1341210,43164,9 Iron,163.2,167.9,112.8,90.2,1.25,21.01,9298,"Session 43164 has 3 distinct 'clubs': 9 Iron, Driver, Warmup — likely sub-session names, not actual clubs"
LOW,multi_club_session,43164_88884_1341211,43164,9 Iron,164.1,168.3,113.7,89.9,1.26,21.16,9653,"Session 43164 has 3 distinct 'clubs': 9 Iron, Driver, Warmup — likely sub-session names, not actual clubs"
LOW,multi_club_session,43164_88884_1341212,43164,9 Iron,132.7,138.3,96.1,89.9,1.07,20.3,8241,"Session 43164 has 3 distinct 'clubs': 9 Iron, Driver, Warmup — likely sub-session names, not actual clubs"
LOW,multi_club_session,43164_88884_1341213,43164,9 Iron,153.2,157.2,107.6,90.1,1.19,19.86,9744,"Session 43164 has 3 distinct 'clubs': 9 Iron, Driver, Warmup — likely sub-session names, not actual clubs"
LOW,multi_club_session,43164_88884_1341214,43164,9 Iron,163.2,167.3,113.5,90.7,1.25,22.18,9592,"Session 43164 has 3 distinct 'clubs': 9 Iron, Driver, Warmup — likely sub-session names, not actual clubs"
LOW,multi_club_session,43164_88884_1341215,43164,9 Iron,158.0,162.1,110.3,90.7,1.22,21.41,9688,"Session 43164 has 3 distinct 'clubs': 9 Iron, Driver, Warmup — likely sub-session names, not actual clubs"
LOW,multi_club_session,43164_88884_1341216,43164,9 Iron,157.3,160.9,110.3,90.2,1.22,20.09,10194,"Session 43164 has 3 distinct 'clubs': 9 Iron, Driver, Warmup — likely sub-session names, not actual clubs"
LOW,multi_club_session,43164_88884_1341217,43164,9 Iron,149.6,153.8,105.7,89.5,1.18,19.41,9652,"Session 43164 has 3 distinct 'clubs': 9 Iron, Driver, Warmup — likely sub-session names, not actual clubs"
LOW,multi_club_session,43164_88884_1341218,43164,9 Iron,142.7,148.9,101.1,89.6,1.13,19.44,7988,"Session 43164 has 3 distinct 'clubs': 9 Iron, Driver, Warmup — likely sub-session names, not actual clubs"
LOW,multi_club_session,43164_88885_1341219,43164,Warmup,155.2,159.0,108.7,90.8,1.2,21.73,9767,"Session 43164 has 3 distinct 'clubs': 9 Iron, Driver, Warmup — likely sub-session names, not actual clubs"
LOW,multi_club_session,43164_88885_1341220,43164,Warmup,144.5,147.9,103.0,87.2,1.18,23.13,9920,"Session 43164 has 3 distinct 'clubs': 9 Iron, Driver, Warmup — likely sub-session names, not actual clubs"
LOW,multi_club_session,43164_88885_1341221,43164,Warmup,155.9,159.5,109.5,88.5,1.24,20.6,10137,"Session 43164 has 3 distinct 'clubs': 9 Iron, Driver, Warmup — likely sub-session names, not actual clubs"
LOW,multi_club_session,43164_88885_1341222,43164,Warmup,140.9,143.3,101.7,89.0,1.14,21.97,10738,"Session 43164 has 3 distinct 'clubs': 9 Iron, Driver, Warmup — likely sub-session names, not actual clubs"
LOW,multi_club_session,43164_88885_1341223,43164,Warmup,138.8,143.6,99.3,87.2,1.14,21.98,8816,"Session 43164 has 3 distinct 'clubs': 9 Iron, Driver, Warmup — likely sub-session names, not actual clubs"
LOW,multi_club_session,43164_88885_1341224,43164,Warmup,146.0,149.0,104.4,86.4,1.21,22.7,10289,"Session 43164 has 3 distinct 'clubs': 9 Iron, Driver, Warmup — likely sub-session names, not actual clubs"
LOW,multi_club_session,43164_88885_1341225,43164,Warmup,141.8,146.2,101.0,86.7,1.16,22.63,9218,"Session 43164 has 3 distinct 'clubs': 9 Iron, Driver, Warmup — likely sub-session names, not actual clubs"
LOW,multi_club_session,43164_88885_1341226,43164,Warmup,142.6,146.8,101.6,87.3,1.16,23.91,9331,"Session 43164 has 3 distinct 'clubs': 9 Iron, Driver, Warmup — likely sub-session names, not actual clubs"
LOW,multi_club_session,43164_88885_1341227,43164,Warmup,139.4,142.8,100.0,87.6,1.14,22.43,9918,"Session 43164 has 3 distinct 'clubs': 9 Iron, Driver, Warmup — likely sub-session names, not actual clubs"
LOW,multi_club_session,43164_88885_1341228,43164,Warmup,153.0,156.8,107.7,86.4,1.25,22.61,9785,"Session 43164 has 3 distinct 'clubs': 9 Iron, Driver, Warmup — likely sub-session names, not actual clubs"
LOW,multi_club_session,43164_88885_1341229,43164,Warmup,144.2,147.8,102.8,87.3,1.18,22.8,9878,"Session 43164 has 3 distinct 'clubs': 9 Iron, Driver, Warmup — likely sub-session names, not actual clubs"
LOW,multi_club_session,43164_88885_1341230,43164,Warmup,136.0,138.7,98.9,85.7,1.15,23.09,10335,"Session 43164 has 3 distinct 'clubs': 9 Iron, Driver, Warmup — likely sub-session names, not actual clubs"
LOW,multi_club_session,43164_88885_1341231,43164,Warmup,149.3,153.3,105.6,86.2,1.23,20.39,9709,"Session 43164 has 3 distinct 'clubs': 9 Iron, Driver, Warmup — likely sub-session names, not actual clubs"
LOW,multi_club_session,43164_88885_1341232,43164,Warmup,131.9,137.2,95.1,83.5,1.14,24.03,8303,"Session 43164 has 3 distinct 'clubs': 9 Iron, Driver, Warmup — likely sub-session names, not actual clubs"
