severity,category,shot_id,session_id,club,carry,total,ball_speed,club_speed,smash,launch_angle,back_spin,reason
CRITICAL,physics_violations,43101_88757_1339479,43101,Sgt Rd1,109359.9,109359.9,9.2,223691.8,0.0,0.0,0,carry=109359.9 yards exceeds physical maximum (400)
CRITICAL,physics_violations,43101_88757_1339479,43101,Sgt Rd1,109359.9,109359.9,9.2,223691.8,0.0,0.0,0,club_speed=223691.8 mph exceeds physical maximum (155)
HIGH,duplicates,43101_88760_1339508,43101,Forward Impact Pw,146.9,150.7,104.1,86.9,1.2,21.7,9780,"Duplicate of shot 43101_88760_1339507 in session 43101 — same club='Forward Impact Pw', carry=146.9, ball_speed=104.1"
HIGH,duplicates,27208_57612_910091,27208,GW,134.1,140.3,96.4,84.8,1.14,29.78,7397,"Duplicate of shot 27208_57612_910089 in session 27208 — same club='GW', carry=134.1, ball_speed=96.4"
HIGH,launch_angle,43101_88757_1339452,43101,Sgt Rd1,9.7,11.4,27.1,20.2,1.34,70.22,2656,launch_angle=70.2° exceeds global max (65°)
HIGH,launch_angle,42455_87413_1322322,42455,Sgt Sony Open 1,0.7,0.4,7.3,5.5,1.33,71.57,2538,launch_angle=71.6° exceeds global max (65°)
HIGH,launch_angle,41985_86494_1310963,41985,Shadow Ridge Sgt,3.5,3.7,18.3,13.6,1.35,79.49,1059,launch_angle=79.5° exceeds global max (65°)
HIGH,launch_angle,41985_86494_1310974,41985,Shadow Ridge Sgt,13.1,15.2,36.9,27.6,1.34,78.97,2186,launch_angle=79.0° exceeds global max (65°)
HIGH,launch_angle,26779_56843_898322,26779,Iron7 | Medium,3.2,4.4,17.2,13.9,1.24,76.85,-43,launch_angle=76.8° exceeds global max (65°)
HIGH,launch_angle,26780_56845_898334,26780,Iron7 | Medium,3.2,4.4,17.2,13.9,1.24,76.85,-43,launch_angle=76.8° exceeds global max (65°)
HIGH,launch_angle,26818_56918_899742,26818,7 Iron,1.4,2.1,10.4,10.7,0.97,71.86,3,launch_angle=71.9° exceeds global max (65°)
HIGH,launch_angle,26818_56919_899751,26818,Wedge Pitching | Medium,0.9,1.6,8.0,8.3,0.96,69.73,-71,launch_angle=69.7° exceeds global max (65°)
HIGH,launch_angle,26818_56919_899762,26818,Wedge Pitching | Medium,4.3,4.7,19.9,20.5,0.97,78.82,3512,launch_angle=78.8° exceeds global max (65°)
HIGH,launch_angle,26818_56919_899763,26818,Wedge Pitching | Medium,34.1,41.0,52.3,39.1,1.34,70.97,-50,launch_angle=71.0° exceeds global max (65°)
HIGH,launch_angle,27056_57321_905294,27056,60 Shot Challenge,12.0,15.1,31.3,32.2,0.97,71.87,-49,launch_angle=71.9° exceeds global max (65°)
HIGH,mishit_detection,43285_89069_1343994,43285,Warmup,6.5,8.7,21.0,15.9,1.32,20.87,1655,carry=6.5 yards — almost certainly a duff/shank (club='Warmup')
HIGH,mishit_detection,43285_89069_1344001,43285,Warmup,7.7,9.5,19.4,17.8,1.09,35.84,1544,carry=7.7 yards — almost certainly a duff/shank (club='Warmup')
HIGH,mishit_detection,43285_89069_1344015,43285,Warmup,6.5,7.3,17.8,27.9,0.64,34.97,2543,carry=6.5 yards — almost certainly a duff/shank (club='Warmup')
HIGH,mishit_detection,43166_88887_1341256,43166,Par 3,9.9,11.0,23.9,25.7,0.93,26.03,3577,carry=9.9 yards — almost certainly a duff/shank (club='Par 3')
HIGH,mishit_detection,43166_88887_1341265,43166,Par 3,9.7,11.4,23.0,21.3,1.08,28.68,2593,carry=9.7 yards — almost certainly a duff/shank (club='Par 3')
HIGH,mishit_detection,43166_88887_1341270,43166,Par 3,3.2,4.9,13.8,10.4,1.33,25.19,535,carry=3.2 yards — almost certainly a duff/shank (club='Par 3')
HIGH,mishit_detection,43101_88757_1339441,43101,Sgt Rd1,0.7,1.9,9.2,6.6,1.39,9.88,344,carry=0.7 yards — almost certainly a duff/shank (club='Sgt Rd1')
HIGH,mishit_detection,43101_88757_1339446,43101,Sgt Rd1,3.8,4.4,13.8,15.7,0.88,33.32,2064,carry=3.8 yards — almost certainly a duff/shank (club='Sgt Rd1')
HIGH,mishit_detection,43101_88757_1339449,43101,Sgt Rd1,2.5,3.7,12.0,9.9,1.21,25.58,799,carry=2.5 yards — almost certainly a duff/shank (club='Sgt Rd1')
HIGH,mishit_detection,43101_88757_1339452,43101,Sgt Rd1,9.7,11.4,27.1,20.2,1.34,70.22,2656,carry=9.7 yards — almost certainly a duff/shank (club='Sgt Rd1')
HIGH,mishit_detection,43101_88757_1339455,43101,Sgt Rd1,0.6,1.3,7.0,5.4,1.3,14.73,623,carry=0.6 yards — almost certainly a duff/shank (club='Sgt Rd1')
HIGH,mishit_detection,43101_88757_1339458,43101,Sgt Rd1,3.5,4.6,15.1,13.5,1.12,21.91,1740,carry=3.5 yards — almost certainly a duff/shank (club='Sgt Rd1')
HIGH,mishit_detection,43101_88757_1339466,43101,Sgt Rd1,6.6,8.0,19.1,16.3,1.17,27.95,2142,carry=6.6 yards — almost certainly a duff/shank (club='Sgt Rd1')
HIGH,mishit_detection,43101_88757_1339473,43101,Sgt Rd1,1.8,2.3,9.2,9.5,0.97,33.76,1135,carry=1.8 yards — almost certainly a duff/shank (club='Sgt Rd1')
HIGH,mishit_detection,43032_88640_1337551,43032,1 Iron,1.3,1.7,8.7,8.8,0.99,27.53,1227,carry=1.3 yards — almost certainly a duff/shank (club='1 Iron')
HIGH,mishit_detection,42924_88422_1334454,42924,Sgt Rd1,9.1,11.1,21.1,21.5,0.98,34.4,1845,carry=9.1 yards — almost certainly a duff/shank (club='Sgt Rd1')
HIGH,mishit_detection,42924_88422_1334464,42924,Sgt Rd1,5.5,7.3,18.5,16.1,1.15,23.86,1455,carry=5.5 yards — almost certainly a duff/shank (club='Sgt Rd1')
HIGH,mishit_detection,42924_88422_1334472,42924,Sgt Rd1,2.8,3.7,12.1,11.7,1.03,31.52,1256,carry=2.8 yards — almost certainly a duff/shank (club='Sgt Rd1')
HIGH,mishit_detection,42924_88422_1334473,42924,Sgt Rd1,7.4,8.0,21.0,24.8,0.85,24.51,3713,carry=7.4 yards — almost certainly a duff/shank (club='Sgt Rd1')
HIGH,mishit_detection,42924_88422_1334476,42924,Sgt Rd1,5.5,7.3,18.1,15.2,1.19,25.21,1347,carry=5.5 yards — almost certainly a duff/shank (club='Sgt Rd1')
HIGH,mishit_detection,42924_88422_1334483,42924,Sgt Rd1,8.9,11.0,20.9,19.3,1.08,33.84,1641,carry=8.9 yards — almost certainly a duff/shank (club='Sgt Rd1')
HIGH,mishit_detection,42924_88422_1334485,42924,Sgt Rd1,8.2,10.0,20.9,19.8,1.06,29.7,2169,carry=8.2 yards — almost certainly a duff/shank (club='Sgt Rd1')
HIGH,mishit_detection,42719_88008_1329884,42719,Sgt Rd2 Wailaie,1.6,2.2,10.2,9.7,1.05,23.06,1355,carry=1.6 yards — almost certainly a duff/shank (club='Sgt Rd2 Wailaie')
HIGH,mishit_detection,42719_88008_1329888,42719,Sgt Rd2 Wailaie,2.3,3.7,13.7,10.2,1.34,16.87,952,carry=2.3 yards — almost certainly a duff/shank (club='Sgt Rd2 Wailaie')
HIGH,mishit_detection,42719_88008_1329894,42719,Sgt Rd2 Wailaie,4.5,6.0,17.9,15.7,1.14,19.61,1774,carry=4.5 yards — almost certainly a duff/shank (club='Sgt Rd2 Wailaie')
HIGH,mishit_detection,42719_88008_1329901,42719,Sgt Rd2 Wailaie,7.1,8.7,19.6,19.6,1.0,28.73,2091,carry=7.1 yards — almost certainly a duff/shank (club='Sgt Rd2 Wailaie')
HIGH,mishit_detection,42646_87817_1327712,42646,Sgt Wailaie Rd1 Cont,2.0,3.1,11.0,8.5,1.29,24.43,730,carry=2.0 yards — almost certainly a duff/shank (club='Sgt Wailaie Rd1 Cont')
HIGH,mishit_detection,42646_87817_1327714,42646,Sgt Wailaie Rd1 Cont,1.8,3.1,12.6,9.4,1.34,15.21,821,carry=1.8 yards — almost certainly a duff/shank (club='Sgt Wailaie Rd1 Cont')
HIGH,mishit_detection,42646_87817_1327736,42646,Sgt Wailaie Rd1 Cont,1.0,17.3,104.8,79.0,1.33,-0.53,2896,carry=1.0 yards — almost certainly a duff/shank (club='Sgt Wailaie Rd1 Cont')
HIGH,mishit_detection,42646_87817_1327739,42646,Sgt Wailaie Rd1 Cont,1.8,2.6,10.2,8.2,1.24,26.0,987,carry=1.8 yards — almost certainly a duff/shank (club='Sgt Wailaie Rd1 Cont')
HIGH,mishit_detection,42646_87817_1327747,42646,Sgt Wailaie Rd1 Cont,5.3,6.3,17.2,16.8,1.02,26.52,2361,carry=5.3 yards — almost certainly a duff/shank (club='Sgt Wailaie Rd1 Cont')
HIGH,mishit_detection,42646_87818_1327764,42646,7 Iron,1.5,30.1,158.5,109.5,1.45,-3.52,1111,carry=1.5 yards — almost certainly a duff/shank (club='7 Iron')
HIGH,mishit_detection,42455_87413_1322316,42455,Sgt Sony Open 1,1.9,3.0,10.7,8.1,1.32,24.96,748,carry=1.9 yards — almost certainly a duff/shank (club='Sgt Sony Open 1')
HIGH,mishit_detection,42455_87413_1322322,42455,Sgt Sony Open 1,0.7,0.4,7.3,5.5,1.33,71.57,2538,carry=0.7 yards — almost certainly a duff/shank (club='Sgt Sony Open 1')
HIGH,mishit_detection,42455_87413_1322330,42455,Sgt Sony Open 1,1.4,2.4,8.8,7.5,1.17,27.51,456,carry=1.4 yards — almost certainly a duff/shank (club='Sgt Sony Open 1')
HIGH,mishit_detection,42119_86773_1314619,42119,Sgt Shadowridge Rd2,2.3,3.4,11.2,9.4,1.19,29.08,719,carry=2.3 yards — almost certainly a duff/shank (club='Sgt Shadowridge Rd2')
HIGH,mishit_detection,42119_86773_1314625,42119,Sgt Shadowridge Rd2,1.3,2.2,9.6,6.9,1.39,19.42,761,carry=1.3 yards — almost certainly a duff/shank (club='Sgt Shadowridge Rd2')
HIGH,mishit_detection,42119_86773_1314633,42119,Sgt Shadowridge Rd2,8.2,10.3,22.5,18.8,1.2,23.49,2127,carry=8.2 yards — almost certainly a duff/shank (club='Sgt Shadowridge Rd2')
HIGH,mishit_detection,42119_86773_1314648,42119,Sgt Shadowridge Rd2,9.1,10.3,21.9,21.6,1.01,29.99,3067,carry=9.1 yards — almost certainly a duff/shank (club='Sgt Shadowridge Rd2')
HIGH,mishit_detection,41985_86494_1310946,41985,Shadow Ridge Sgt,3.1,4.3,14.2,11.9,1.19,22.68,1377,carry=3.1 yards — almost certainly a duff/shank (club='Shadow Ridge Sgt')
HIGH,mishit_detection,41985_86494_1310956,41985,Shadow Ridge Sgt,7.5,9.5,21.5,18.6,1.16,23.58,1984,carry=7.5 yards — almost certainly a duff/shank (club='Shadow Ridge Sgt')
HIGH,mishit_detection,41985_86494_1310960,41985,Shadow Ridge Sgt,9.9,11.2,22.8,22.7,1.0,29.67,3195,carry=9.9 yards — almost certainly a duff/shank (club='Shadow Ridge Sgt')
HIGH,mishit_detection,41985_86494_1310963,41985,Shadow Ridge Sgt,3.5,3.7,18.3,13.6,1.35,79.49,1059,carry=3.5 yards — almost certainly a duff/shank (club='Shadow Ridge Sgt')
HIGH,mishit_detection,41985_86494_1310977,41985,Shadow Ridge Sgt,5.1,6.4,16.0,14.0,1.14,31.99,1481,carry=5.1 yards — almost certainly a duff/shank (club='Shadow Ridge Sgt')
HIGH,mishit_detection,41893_86283_1308528,41893,Sgt Rd 2 Kapalua,2.0,2.9,11.3,9.9,1.14,22.8,1143,carry=2.0 yards — almost certainly a duff/shank (club='Sgt Rd 2 Kapalua')
HIGH,mishit_detection,41893_86283_1308547,41893,Sgt Rd 2 Kapalua,3.2,4.2,14.5,12.3,1.18,22.45,1575,carry=3.2 yards — almost certainly a duff/shank (club='Sgt Rd 2 Kapalua')
HIGH,mishit_detection,41893_86283_1308555,41893,Sgt Rd 2 Kapalua,9.2,10.7,22.3,20.8,1.07,28.64,2818,carry=9.2 yards — almost certainly a duff/shank (club='Sgt Rd 2 Kapalua')
HIGH,mishit_detection,41893_86283_1308562,41893,Sgt Rd 2 Kapalua,1.4,23.4,147.4,110.4,1.34,-2.04,1534,carry=1.4 yards — almost certainly a duff/shank (club='Sgt Rd 2 Kapalua')
HIGH,mishit_detection,41853_86213_1306954,41853,Sgt Plantation Course,2.6,3.5,11.8,10.0,1.18,28.56,1046,carry=2.6 yards — almost certainly a duff/shank (club='Sgt Plantation Course')
HIGH,mishit_detection,41853_86213_1306971,41853,Sgt Plantation Course,5.4,6.4,17.5,16.2,1.08,25.9,2428,carry=5.4 yards — almost certainly a duff/shank (club='Sgt Plantation Course')
HIGH,mishit_detection,41853_86213_1306976,41853,Sgt Plantation Course,4.5,6.2,16.8,12.3,1.37,22.53,1265,carry=4.5 yards — almost certainly a duff/shank (club='Sgt Plantation Course')
HIGH,mishit_detection,41751_86013_1304879,41751,Sgt Par 3 Rd 2,2.7,4.0,14.5,11.6,1.25,17.37,1162,carry=2.7 yards — almost certainly a duff/shank (club='Sgt Par 3 Rd 2')
HIGH,mishit_detection,41751_86013_1304887,41751,Sgt Par 3 Rd 2,2.7,4.1,14.4,11.4,1.26,17.2,1091,carry=2.7 yards — almost certainly a duff/shank (club='Sgt Par 3 Rd 2')
HIGH,mishit_detection,41721_85947_1303738,41721,Sgt Newport Par 3,7.9,10.3,23.4,18.0,1.3,20.21,1865,carry=7.9 yards — almost certainly a duff/shank (club='Sgt Newport Par 3')
HIGH,mishit_detection,41721_85947_1303745,41721,Sgt Newport Par 3,3.9,5.2,13.9,10.6,1.31,36.14,953,carry=3.9 yards — almost certainly a duff/shank (club='Sgt Newport Par 3')
HIGH,mishit_detection,41721_85947_1303756,41721,Sgt Newport Par 3,1.8,2.9,10.8,8.3,1.3,20.6,698,carry=1.8 yards — almost certainly a duff/shank (club='Sgt Newport Par 3')
HIGH,mishit_detection,41721_85947_1303761,41721,Sgt Newport Par 3,5.2,7.0,19.7,14.4,1.37,18.5,1838,carry=5.2 yards — almost certainly a duff/shank (club='Sgt Newport Par 3')
HIGH,mishit_detection,41513_85593_1298393,41513,Silvertip Rd2,7.7,8.9,20.4,24.7,0.83,28.28,2790,carry=7.7 yards — almost certainly a duff/shank (club='Silvertip Rd2')
HIGH,mishit_detection,41513_85593_1298399,41513,Silvertip Rd2,3.2,4.1,14.4,13.3,1.08,22.26,1753,carry=3.2 yards — almost certainly a duff/shank (club='Silvertip Rd2')
HIGH,mishit_detection,41513_85593_1298402,41513,Silvertip Rd2,4.4,5.4,15.3,13.5,1.13,30.1,1776,carry=4.4 yards — almost certainly a duff/shank (club='Silvertip Rd2')
HIGH,mishit_detection,41513_85593_1298411,41513,Silvertip Rd2,1.1,2.0,9.2,7.8,1.18,16.85,808,carry=1.1 yards — almost certainly a duff/shank (club='Silvertip Rd2')
HIGH,mishit_detection,41513_85593_1298427,41513,Silvertip Rd2,9.1,11.6,24.4,19.1,1.28,21.52,2040,carry=9.1 yards — almost certainly a duff/shank (club='Silvertip Rd2')
HIGH,mishit_detection,41513_85593_1298430,41513,Silvertip Rd2,3.7,5.2,17.0,13.9,1.22,18.06,1522,carry=3.7 yards — almost certainly a duff/shank (club='Silvertip Rd2')
HIGH,mishit_detection,41422_85396_1296095,41422,Silvertip Sgt Tour Rd 1,4.5,5.9,16.9,13.4,1.26,22.83,1611,carry=4.5 yards — almost certainly a duff/shank (club='Silvertip Sgt Tour Rd 1')
HIGH,mishit_detection,41422_85396_1296099,41422,Silvertip Sgt Tour Rd 1,3.2,4.5,14.3,11.8,1.21,23.67,1222,carry=3.2 yards — almost certainly a duff/shank (club='Silvertip Sgt Tour Rd 1')
HIGH,mishit_detection,41422_85396_1296121,41422,Silvertip Sgt Tour Rd 1,2.6,3.0,12.0,12.2,0.98,27.24,1842,carry=2.6 yards — almost certainly a duff/shank (club='Silvertip Sgt Tour Rd 1')
HIGH,mishit_detection,41422_85396_1296132,41422,Silvertip Sgt Tour Rd 1,1.9,2.7,10.3,8.5,1.21,27.94,1059,carry=1.9 yards — almost certainly a duff/shank (club='Silvertip Sgt Tour Rd 1')
HIGH,mishit_detection,41422_85396_1296138,41422,Silvertip Sgt Tour Rd 1,2.0,2.8,10.3,8.7,1.18,29.26,823,carry=2.0 yards — almost certainly a duff/shank (club='Silvertip Sgt Tour Rd 1')
HIGH,mishit_detection,41422_85396_1296148,41422,Silvertip Sgt Tour Rd 1,1.9,3.3,11.3,8.6,1.31,21.25,434,carry=1.9 yards — almost certainly a duff/shank (club='Silvertip Sgt Tour Rd 1')
HIGH,mishit_detection,26779_56843_898322,26779,Iron7 | Medium,3.2,4.4,17.2,13.9,1.24,76.85,-43,carry=3.2 yards — almost certainly a duff/shank (club='Iron7 | Medium')
HIGH,mishit_detection,26780_56845_898334,26780,Iron7 | Medium,3.2,4.4,17.2,13.9,1.24,76.85,-43,carry=3.2 yards — almost certainly a duff/shank (club='Iron7 | Medium')
HIGH,mishit_detection,26818_56918_899742,26818,7 Iron,1.4,2.1,10.4,10.7,0.97,71.86,3,carry=1.4 yards — almost certainly a duff/shank (club='7 Iron')
HIGH,mishit_detection,26818_56919_899751,26818,Wedge Pitching | Medium,0.9,1.6,8.0,8.3,0.96,69.73,-71,carry=0.9 yards — almost certainly a duff/shank (club='Wedge Pitching | Medium')
HIGH,mishit_detection,26818_56919_899752,26818,Wedge Pitching | Medium,1.0,19.9,105.4,95.8,1.1,-4.28,358,carry=1.0 yards — almost certainly a duff/shank (club='Wedge Pitching | Medium')
HIGH,mishit_detection,26818_56919_899762,26818,Wedge Pitching | Medium,4.3,4.7,19.9,20.5,0.97,78.82,3512,carry=4.3 yards — almost certainly a duff/shank (club='Wedge Pitching | Medium')
HIGH,mishit_detection,26907_57095_902123,26907,Streamsong Front,1.7,2.1,9.3,9.9,0.94,31.38,1247,carry=1.7 yards — almost certainly a duff/shank (club='Streamsong Front')
HIGH,mishit_detection,26903_57091_902080,26903,Multi,6.8,7.5,20.7,22.6,0.92,22.94,3512,carry=6.8 yards — almost certainly a duff/shank (club='Multi')
HIGH,mishit_detection,26903_57091_902084,26903,Multi,2.5,3.1,12.0,12.9,0.93,26.43,1574,carry=2.5 yards — almost certainly a duff/shank (club='Multi')
HIGH,mishit_detection,26903_57091_902086,26903,Multi,8.5,9.1,20.9,24.2,0.86,31.91,3373,carry=8.5 yards — almost certainly a duff/shank (club='Multi')
HIGH,mishit_detection,26903_57091_902093,26903,Multi,6.6,8.0,18.9,17.1,1.11,28.48,2143,carry=6.6 yards — almost certainly a duff/shank (club='Multi')
HIGH,mishit_detection,26903_57091_902095,26903,Multi,2.4,3.3,11.4,9.9,1.15,29.43,972,carry=2.4 yards — almost certainly a duff/shank (club='Multi')
HIGH,mishit_detection,26903_57091_902103,26903,Multi,1.3,2.3,9.7,7.2,1.35,19.19,686,carry=1.3 yards — almost certainly a duff/shank (club='Multi')
HIGH,mishit_detection,27056_57322_905324,27056,Par 3 Tourney,6.5,8.5,17.7,13.4,1.32,35.04,1022,carry=6.5 yards — almost certainly a duff/shank (club='Par 3 Tourney')
HIGH,mishit_detection,27056_57322_905359,27056,Par 3 Tourney,2.8,3.7,12.4,11.4,1.09,28.09,1380,carry=2.8 yards — almost certainly a duff/shank (club='Par 3 Tourney')
HIGH,mishit_detection,27056_57322_905374,27056,Par 3 Tourney,2.3,3.0,11.7,11.2,1.04,25.32,1485,carry=2.3 yards — almost certainly a duff/shank (club='Par 3 Tourney')
HIGH,mishit_detection,27056_57322_905379,27056,Par 3 Tourney,6.4,8.0,18.7,17.1,1.09,28.06,1871,carry=6.4 yards — almost certainly a duff/shank (club='Par 3 Tourney')
HIGH,mishit_detection,27056_57322_905391,27056,Par 3 Tourney,3.7,4.6,14.8,13.5,1.1,25.91,1710,carry=3.7 yards — almost certainly a duff/shank (club='Par 3 Tourney')
HIGH,mishit_detection,27056_57322_905400,27056,Par 3 Tourney,3.9,5.6,14.7,11.1,1.32,27.25,671,carry=3.9 yards — almost certainly a duff/shank (club='Par 3 Tourney')
HIGH,mishit_detection,27402_58070_916332,27402,Par3,5.6,7.4,19.6,16.4,1.2,20.58,1785,carry=5.6 yards — almost certainly a duff/shank (club='Par3')
HIGH,mishit_detection,27402_58070_916334,27402,Par3,1.9,3.4,13.3,9.9,1.34,14.39,751,carry=1.9 yards — almost certainly a duff/shank (club='Par3')
HIGH,mishit_detection,27402_58070_916336,27402,Par3,5.1,6.3,16.8,15.1,1.11,27.76,1864,carry=5.1 yards — almost certainly a duff/shank (club='Par3')
HIGH,mishit_detection,27402_58070_916346,27402,Par3,7.5,8.8,20.2,20.0,1.01,28.94,2669,carry=7.5 yards — almost certainly a duff/shank (club='Par3')
HIGH,mishit_detection,27563_58413_921779,27563,Simtour,6.0,6.6,17.9,18.7,0.96,28.68,2932,carry=6.0 yards — almost certainly a duff/shank (club='Simtour')
HIGH,mishit_detection,27563_58413_921794,27563,Simtour,2.1,3.7,14.3,10.6,1.35,14.42,833,carry=2.1 yards — almost certainly a duff/shank (club='Simtour')
HIGH,mishit_detection,27563_58413_921796,27563,Simtour,1.5,30.4,154.8,108.0,1.43,-2.63,-989,carry=1.5 yards — almost certainly a duff/shank (club='Simtour')
HIGH,mishit_detection,27563_58413_921799,27563,Simtour,5.2,6.2,17.7,15.5,1.14,24.79,1851,carry=5.2 yards — almost certainly a duff/shank (club='Simtour')
HIGH,mishit_detection,27606_58503_922881,27606,M 7,3.8,5.1,16.8,14.0,1.2,18.36,1823,carry=3.8 yards — almost certainly a duff/shank (club='M 7')
HIGH,mishit_detection,27606_58503_922888,27606,M 7,8.4,9.4,21.6,21.0,1.03,26.99,3245,carry=8.4 yards — almost certainly a duff/shank (club='M 7')
HIGH,mishit_detection,27606_58503_922893,27606,M 7,8.5,9.2,22.3,24.9,0.9,25.44,3892,carry=8.5 yards — almost certainly a duff/shank (club='M 7')
HIGH,mishit_detection,27606_58503_922900,27606,M 7,1.6,2.4,10.4,9.2,1.13,20.45,1114,carry=1.6 yards — almost certainly a duff/shank (club='M 7')
HIGH,mishit_detection,27606_58503_922901,27606,M 7,9.4,11.1,25.0,21.9,1.14,21.33,3214,carry=9.4 yards — almost certainly a duff/shank (club='M 7')
HIGH,mishit_detection,27698_58745_926361,27698,Par3,3.0,4.0,13.5,11.0,1.23,23.64,1400,carry=3.0 yards — almost certainly a duff/shank (club='Par3')
HIGH,mishit_detection,27698_58745_926363,27698,Par3,6.8,7.8,19.2,18.9,1.02,29.5,2713,carry=6.8 yards — almost certainly a duff/shank (club='Par3')
HIGH,mishit_detection,27698_58745_926372,27698,Par3,2.5,3.5,13.2,11.0,1.2,20.34,1488,carry=2.5 yards — almost certainly a duff/shank (club='Par3')
HIGH,mishit_detection,27698_58745_926375,27698,Par3,0.9,1.6,7.9,6.8,1.16,21.37,749,carry=0.9 yards — almost certainly a duff/shank (club='Par3')
HIGH,mishit_detection,27698_58745_926377,27698,Par3,2.1,3.6,13.1,9.8,1.34,16.48,688,carry=2.1 yards — almost certainly a duff/shank (club='Par3')
HIGH,mishit_detection,28494_60347_947794,28494,Wm,7.4,8.8,19.7,18.6,1.06,30.57,2341,carry=7.4 yards — almost certainly a duff/shank (club='Wm')
HIGH,mishit_detection,28494_60347_947798,28494,Wm,3.8,4.6,14.1,13.8,1.02,29.56,1770,carry=3.8 yards — almost certainly a duff/shank (club='Wm')
HIGH,mishit_detection,28494_60347_947807,28494,Wm,2.0,3.7,14.1,10.5,1.34,13.26,712,carry=2.0 yards — almost certainly a duff/shank (club='Wm')
HIGH,mishit_detection,28494_60347_947834,28494,Wm,2.2,3.0,12.1,10.8,1.12,20.94,1288,carry=2.2 yards — almost certainly a duff/shank (club='Wm')
HIGH,mishit_detection,44266_90886_1368779,44266,Iron 1,0.9,1.6,6.9,5.5,1.25,30.32,369,carry=0.9 yards — almost certainly a duff/shank (club='Iron 1')
HIGH,mishit_detection,44266_90886_1368781,44266,Iron 1,4.0,4.6,14.9,15.6,0.96,27.62,2344,carry=4.0 yards — almost certainly a duff/shank (club='Iron 1')
HIGH,mishit_detection,44266_90886_1368789,44266,Iron 1,1.2,1.7,7.5,5.7,1.32,35.76,606,carry=1.2 yards — almost certainly a duff/shank (club='Iron 1')
HIGH,mishit_detection,44266_90886_1368793,44266,Iron 1,5.8,5.9,17.0,23.5,0.72,33.41,3230,carry=5.8 yards — almost certainly a duff/shank (club='Iron 1')
HIGH,mishit_detection,44266_90886_1368797,44266,Iron 1,6.6,8.4,20.3,15.4,1.32,23.49,1817,carry=6.6 yards — almost certainly a duff/shank (club='Iron 1')
HIGH,mishit_detection,44266_90886_1368800,44266,Iron 1,2.6,2.9,11.9,14.4,0.83,26.81,2047,carry=2.6 yards — almost certainly a duff/shank (club='Iron 1')
HIGH,mishit_detection,44266_90886_1368803,44266,Iron 1,2.3,3.3,11.2,8.5,1.32,27.78,757,carry=2.3 yards — almost certainly a duff/shank (club='Iron 1')
HIGH,mishit_detection,44266_90886_1368809,44266,Iron 1,9.3,10.5,22.4,21.9,1.02,28.33,3183,carry=9.3 yards — almost certainly a duff/shank (club='Iron 1')
HIGH,physics_violations,41985_86494_1310963,41985,Shadow Ridge Sgt,3.5,3.7,18.3,13.6,1.35,79.49,1059,descent_angle=75.1° is nearly vertical (>75)
HIGH,physics_violations,41985_86494_1310974,41985,Shadow Ridge Sgt,13.1,15.2,36.9,27.6,1.34,78.97,2186,descent_angle=76.0° is nearly vertical (>75)
HIGH,physics_violations,41893_86283_1308535,41893,Sgt Rd 2 Kapalua,310.0,330.8,165.6,134.3,1.23,15.35,2950,club_speed=134.3 mph is extremely fast for amateur (>130)
HIGH,physics_violations,41853_86213_1306967,41853,Sgt Plantation Course,295.5,314.8,162.8,151.7,1.07,12.0,3030,club_speed=151.7 mph is extremely fast for amateur (>130)
HIGH,physics_violations,41513_85593_1298419,41513,Silvertip Rd2,332.5,354.0,166.9,113.5,1.47,17.43,2044,carry=332.5 yards is extremely long for amateur (>330)
HIGH,physics_violations,26779_56843_898322,26779,Iron7 | Medium,3.2,4.4,17.2,13.9,1.24,76.85,-43,descent_angle=75.2° is nearly vertical (>75)
HIGH,physics_violations,26780_56845_898334,26780,Iron7 | Medium,3.2,4.4,17.2,13.9,1.24,76.85,-43,descent_angle=75.2° is nearly vertical (>75)
HIGH,physics_violations,26818_56919_899762,26818,Wedge Pitching | Medium,4.3,4.7,19.9,20.5,0.97,78.82,3512,descent_angle=75.2° is nearly vertical (>75)
HIGH,physics_violations,44266_90886_1368771,44266,Iron 1,337.6,363.5,168.9,116.1,1.45,17.49,1902,carry=337.6 yards is extremely long for amateur (>330)
HIGH,smash_factor,43101_88759_1339489,43101,6 Iron,204.4,213.7,132.2,94.8,1.39,15.99,6885,smash=1.39 exceeds Mid Iron max (1.38) — possible wrong club or sensor error (club='6 Iron')
HIGH,smash_factor,43101_88759_1339499,43101,6 Iron,203.6,214.4,130.0,93.8,1.39,14.08,5900,smash=1.39 exceeds Mid Iron max (1.38) — possible wrong club or sensor error (club='6 Iron')
HIGH,smash_factor,43101_88761_1339516,43101,PW,148.7,154.9,104.3,79.2,1.32,20.49,8119,smash=1.32 exceeds Wedge max (1.3) — possible wrong club or sensor error (club='PW')
HIGH,smash_factor,43032_88640_1337509,43032,1 Iron,261.8,278.0,150.8,99.9,1.51,15.72,4117,smash=1.51 exceeds Long Iron max (1.42) — possible wrong club or sensor error (club='1 Iron')
HIGH,smash_factor,43032_88640_1337517,43032,1 Iron,299.6,323.6,165.4,113.1,1.46,11.75,1769,smash=1.46 exceeds Long Iron max (1.42) — possible wrong club or sensor error (club='1 Iron')
HIGH,smash_factor,43032_88640_1337518,43032,1 Iron,303.8,327.4,164.9,113.3,1.46,13.75,1932,smash=1.46 exceeds Long Iron max (1.42) — possible wrong club or sensor error (club='1 Iron')
